#Empty integrating sphere. Lambertian reflectance. No ports for fluid.
#Length units in [mm]
#Reflectivity of interior wall: rho = 0.95
#Radius of sphere: R = 0.5
#Refractive index interior medium: n = 1
#
#Source fiber:
# - core diameter: 2*a_s = 0.105
# - clad diameter: 2*b_s = 0.125
# - numerical aperture: NA_s = 0.22
#
#Pick-up fiber:
# - core diameter: 2*a_p = 0.105
# - clad diameter: 2*b_p = 0.125
# - numerical aperture: NA_p = 0.5
#
#Entrance radius: r_e = 2*b_p = 0.125
#Number of photons: N = 1000000
#Number of averages: N_avg = 100
#Number of alpha-values: N_R = 100
#Delta alpha: d_alpha = 0.01
#Seed: 7011
#
#alpha T A L_eff
0.53000 0.1185770266 2.1321925160 4.0230047472
0.54000 0.1153634440 2.1596677515 3.9993847250
0.55000 0.1131828863 2.1787503057 3.9613641922
0.56000 0.1100494592 2.2068253848 3.9407596158
0.57000 0.1077494861 2.2279463190 3.9086777526
0.58000 0.1046953967 2.2567001286 3.8908622908
0.59000 0.1015014440 2.2876822537 3.8774275487
0.60000 0.0996251502 2.3063406343 3.8439010572
0.61000 0.0973309025 2.3296387401 3.8190799018
0.62000 0.0949025170 2.3549050514 3.7982339539
0.63000 0.0932323374 2.3726606501 3.7661280160
0.64000 0.0903590068 2.4039645788 3.7561946543
0.65000 0.0884123724 2.4257433597 3.7319128610
0.66000 0.0864984546 2.4476287317 3.7085283813
0.67000 0.0846156174 2.4696364265 3.6860245172
0.68000 0.0823761699 2.4964590839 3.6712633586
0.69000 0.0807910533 2.5158890457 3.6462160082
0.70000 0.0783185005 2.5469714271 3.6385306102
0.71000 0.0768307156 2.5661507761 3.6142968677
0.72000 0.0750942850 2.5890108217 3.5958483635
0.73000 0.0735672403 2.6095554574 3.5747335032
0.74000 0.0712394581 2.6417084270 3.5698762528
0.75000 0.0699504263 2.6599684842 3.5466246456
0.76000 0.0683571305 2.6830093975 3.5302755230
0.77000 0.0671032690 2.7015225185 3.5084708033
0.78000 0.0654960687 2.7257651580 3.4945707154
0.79000 0.0637980800 2.7520321827 3.4835850413
0.80000 0.0624354359 2.7736222811 3.4670278513
0.81000 0.0611668519 2.7941498714 3.4495677425
0.82000 0.0597682196 2.8172812035 3.4357087847
0.83000 0.0585364417 2.8381057831 3.4194045579
0.84000 0.0572842160 2.8597301560 3.4044406618
0.85000 0.0558332372 2.8853859377 3.3945716914
0.86000 0.0546407192 2.9069759017 3.3802045369
0.87000 0.0536886677 2.9245533291 3.3615555507
0.88000 0.0517543020 2.9612477194 3.3650542266
0.89000 0.0513993275 2.9681301900 3.3349777416
0.90000 0.0501127494 2.9934798244 3.3260886938
0.91000 0.0491582442 3.0127107109 3.3106711109
0.92000 0.0479755411 3.0370639581 3.3011564762
0.93000 0.0471232751 3.0549882361 3.2849335872
0.94000 0.0459184884 3.0808874464 3.2775398366
0.95000 0.0449001859 3.1033133437 3.2666456249
0.96000 0.0439137821 3.1255270654 3.2557573597
0.97000 0.0427826076 3.1516236245 3.2490965201
0.98000 0.0420898347 3.1679490229 3.2326010438
0.99000 0.0411067026 3.1915840915 3.2238223147
1.00000 0.0396941657 3.2265510608 3.2265510608
