#Empty integrating sphere. Lambertian reflectance. No ports for fluid.
#Length units in [mm]
#Reflectivity of interior wall: rho = 0.95
#Radius of sphere: R = 0.5
#Refractive index interior medium: n = 1
#
#Source fiber:
# - core diameter: 2*a_s = 0.105
# - clad diameter: 2*b_s = 0.125
# - numerical aperture: NA_s = 0.22
#
#Pick-up fiber:
# - core diameter: 2*a_p = 0.105
# - clad diameter: 2*b_p = 0.125
# - numerical aperture: NA_p = 0.5
#
#Entrance radius: r_e = 2*b_p = 0.125
#Number of photons: N = 1000000
#Number of averages: N_avg = 100
#Number of alpha-values: N_R = 100
#Delta alpha: d_alpha = 0.01
#Seed: 7011
#
#alpha <eps_c> <eps_e> <eps_w> <eps_i> std_eps_c std_eps_e std_eps_w std_eps_i <<path>> std<path> <std_path> <<std_path>>
0.28000 0.0029302200 0.0391451500 0.1715761200 0.7863485100 0.0000553433 0.0001914759 0.0003680576 0.0004213605 3.2449473979 0.0453931044 2.2943962868 0.0691103331
0.29000 0.0028427000 0.0376046800 0.1661901800 0.7933624400 0.0000514162 0.0001854545 0.0003855353 0.0004015539 3.2024584549 0.0453949779 2.2479003871 0.0802095185
0.30000 0.0027508100 0.0361759600 0.1610710600 0.8000021700 0.0000483175 0.0001884124 0.0003843549 0.0004181168 3.1479852062 0.0403050455 2.1678117407 0.0705635837
0.31000 0.0026591400 0.0347825800 0.1561529000 0.8064053800 0.0000515386 0.0001771627 0.0003678433 0.0003570241 3.1011588110 0.0402437603 2.0950415221 0.0763138483
0.32000 0.0025725300 0.0334613000 0.1515534700 0.8124127000 0.0000515500 0.0001928484 0.0003483995 0.0003759100 3.0609564218 0.0398812689 2.0484608442 0.0646402303
0.33000 0.0025045400 0.0321744400 0.1470086300 0.8183123900 0.0000531517 0.0001614600 0.0003435279 0.0003762083 3.0206083926 0.0379270252 1.9933569544 0.0589612277
0.34000 0.0024440300 0.0309956000 0.1428571800 0.8237031900 0.0000448939 0.0001732258 0.0003095110 0.0003265544 2.9798683256 0.0397161991 1.9317992835 0.0619315001
0.35000 0.0023525100 0.0298865700 0.1388677600 0.8288931600 0.0000446396 0.0001762065 0.0003266948 0.0003290599 2.9426156234 0.0356051786 1.8813708660 0.0624035286
0.36000 0.0022935800 0.0287860400 0.1349400300 0.8339803500 0.0000532132 0.0001477877 0.0003705226 0.0003917641 2.9077554027 0.0421140007 1.8280358764 0.0732426543
0.37000 0.0022190200 0.0277905100 0.1313541600 0.8386363100 0.0000413741 0.0001723427 0.0003594706 0.0003914361 2.8801467834 0.0392593036 1.7963542883 0.0650323392
0.38000 0.0021631300 0.0268509600 0.1277776000 0.8432083100 0.0000476794 0.0001729919 0.0003464571 0.0003883025 2.8478299210 0.0373850022 1.7477755934 0.0657455305
0.39000 0.0021006000 0.0259031700 0.1243831300 0.8476131000 0.0000516140 0.0001643766 0.0003149984 0.0003697878 2.8185335248 0.0404881688 1.7140373646 0.0772697588
0.40000 0.0020531000 0.0249698000 0.1211879500 0.8517891500 0.0000543224 0.0001500075 0.0003052661 0.0003217733 2.7852885747 0.0418508897 1.6596891884 0.0692782569
0.41000 0.0019864600 0.0241618300 0.1181071800 0.8557445300 0.0000424743 0.0001670368 0.0003030338 0.0003154321 2.7624248872 0.0382264004 1.6287879504 0.0629906350
0.42000 0.0019297400 0.0233347200 0.1151569000 0.8595786400 0.0000458129 0.0001729132 0.0003170286 0.0003529550 2.7341772854 0.0337982636 1.5804624006 0.0601264556
0.43000 0.0018915700 0.0225717000 0.1122070600 0.8633296700 0.0000421141 0.0001278107 0.0002972288 0.0003229643 2.7086170572 0.0347620986 1.5464640756 0.0656066112
0.44000 0.0018365300 0.0218085600 0.1094508200 0.8669040900 0.0000441047 0.0001495513 0.0003249600 0.0003457048 2.6860979582 0.0362712950 1.5166530191 0.0650558826
0.45000 0.0017825400 0.0211120800 0.1068138700 0.8702915100 0.0000400967 0.0001633814 0.0003287874 0.0003517189 2.6634942778 0.0305129824 1.4793099036 0.0593973457
0.46000 0.0017439700 0.0204251800 0.1042908600 0.8735399900 0.0000408089 0.0001280218 0.0003055258 0.0003388735 2.6429187042 0.0380712244 1.4488986116 0.0662316808
0.47000 0.0016947200 0.0197983100 0.1018313500 0.8766756200 0.0000343617 0.0001471681 0.0003248493 0.0003443400 2.6199591741 0.0348556903 1.4147177516 0.0734484100
0.48000 0.0016402300 0.0191529200 0.0994340600 0.8797727900 0.0000413848 0.0001421545 0.0003082271 0.0003279899 2.6031833372 0.0369216954 1.3920433500 0.0706794922
0.49000 0.0016022000 0.0185319900 0.0972109300 0.8826548800 0.0000414656 0.0001549112 0.0003044563 0.0003548417 2.5846171236 0.0327047108 1.3544639840 0.0605565062
0.50000 0.0015603500 0.0179459200 0.0949351600 0.8855585700 0.0000380009 0.0001397155 0.0003090291 0.0003215890 2.5705010864 0.0323073182 1.3349048790 0.0593656419
0.51000 0.0015246500 0.0173910900 0.0927959700 0.8882882900 0.0000353600 0.0001158421 0.0003158850 0.0003317289 2.5487632189 0.0334321484 1.3008752121 0.0625328020
0.52000 0.0014872100 0.0168692600 0.0907866000 0.8908569300 0.0000362331 0.0001538251 0.0003097001 0.0003533498 2.5292102076 0.0334565449 1.2704560574 0.0582825655
0.53000 0.0014497500 0.0163725100 0.0887388200 0.8934389200 0.0000381134 0.0001222312 0.0003147862 0.0003201356 2.5130063465 0.0305261715 1.2455637144 0.0636694761
0.54000 0.0014104600 0.0158624600 0.0867818100 0.8959452700 0.0000380564 0.0001357027 0.0002507792 0.0002868963 2.5047434812 0.0350296430 1.2312793593 0.0642089259
0.55000 0.0013838000 0.0153799300 0.0849663600 0.8982699100 0.0000370296 0.0001280627 0.0002265468 0.0002653681 2.4905655218 0.0324827000 1.2107063095 0.0612339169
0.56000 0.0013454900 0.0149266600 0.0831361400 0.9005917100 0.0000405422 0.0001249252 0.0002679009 0.0003040211 2.4679557919 0.0323220513 1.1811986500 0.0697077577
0.57000 0.0013173700 0.0144681400 0.0814116700 0.9028028200 0.0000373262 0.0001190023 0.0002754392 0.0003064536 2.4589858934 0.0319285001 1.1549532034 0.0596876738
0.58000 0.0012800300 0.0140411300 0.0797357900 0.9049430500 0.0000329657 0.0001249206 0.0002836546 0.0003195578 2.4452172990 0.0298436016 1.1360538962 0.0627450999
0.59000 0.0012409800 0.0136401900 0.0780263900 0.9070924400 0.0000357186 0.0001190041 0.0002524603 0.0002861199 2.4277157747 0.0335001377 1.1104928058 0.0700097446
0.60000 0.0012180400 0.0132430700 0.0765061300 0.9090327600 0.0000320788 0.0001037173 0.0002946541 0.0002856502 2.4185077961 0.0321388146 1.0883081006 0.0635832847
0.61000 0.0011899900 0.0128694300 0.0749172100 0.9110233700 0.0000386305 0.0001190061 0.0002690220 0.0002874144 2.4089367651 0.0304396378 1.0795524276 0.0664989063
0.62000 0.0011603000 0.0124829300 0.0734051000 0.9129516700 0.0000324621 0.0001157244 0.0002462872 0.0002605656 2.3987042026 0.0277383306 1.0576329120 0.0591316498
0.63000 0.0011398800 0.0121398300 0.0719342500 0.9147860400 0.0000321563 0.0001106678 0.0002882055 0.0003187855 2.3848383513 0.0296580080 1.0352860894 0.0570896280
0.64000 0.0011047500 0.0117743600 0.0705370400 0.9165838500 0.0000340141 0.0001111971 0.0002298504 0.0002595186 2.3803437798 0.0310891823 1.0262203973 0.0633804460
0.65000 0.0010809500 0.0114589600 0.0691912300 0.9182688600 0.0000316136 0.0001095877 0.0002549678 0.0002881127 2.3702656114 0.0314730942 1.0045909833 0.0661240384
0.66000 0.0010575500 0.0111187700 0.0678196300 0.9200040500 0.0000341649 0.0001087193 0.0002690370 0.0002734533 2.3537040044 0.0298806413 0.9785799335 0.0645937985
0.67000 0.0010345300 0.0108110200 0.0665140600 0.9216403900 0.0000311216 0.0001066576 0.0002377856 0.0002447052 2.3519739396 0.0270767027 0.9760226309 0.0598487205
0.68000 0.0010071500 0.0105001700 0.0652625800 0.9232301000 0.0000306111 0.0001145636 0.0002352424 0.0002540119 2.3315744011 0.0289119374 0.9430117110 0.0613681671
0.69000 0.0009877700 0.0102236700 0.0640117200 0.9247768400 0.0000327386 0.0001031548 0.0002768990 0.0002886011 2.3305122985 0.0299630369 0.9340792997 0.0674187855
0.70000 0.0009575400 0.0099452900 0.0628544600 0.9262427100 0.0000324820 0.0000982833 0.0002340224 0.0002467060 2.3177423925 0.0290736338 0.9187448508 0.0650900590
0.71000 0.0009393500 0.0096842800 0.0616833900 0.9276929800 0.0000306645 0.0000933600 0.0002300256 0.0002640596 2.3166346864 0.0327994549 0.9146527251 0.0615273043
0.72000 0.0009181200 0.0094010100 0.0605089300 0.9291719400 0.0000325242 0.0001106354 0.0002478616 0.0002738933 2.3035773769 0.0298090661 0.8900370480 0.0619521365
0.73000 0.0008994500 0.0091521000 0.0593627300 0.9305857200 0.0000327791 0.0001071008 0.0002393673 0.0002598348 2.2944474583 0.0290136662 0.8687459316 0.0612105196
0.74000 0.0008709900 0.0088946900 0.0582836700 0.9319506500 0.0000280319 0.0000953984 0.0002354480 0.0002548066 2.2853756950 0.0297046347 0.8479689883 0.0635862744
0.75000 0.0008552300 0.0086610300 0.0572628900 0.9332208500 0.0000259412 0.0000983045 0.0002617866 0.0002792352 2.2815832219 0.0255134531 0.8553979461 0.0601764291
0.76000 0.0008357500 0.0084274100 0.0562641800 0.9344726600 0.0000265974 0.0000902750 0.0002061583 0.0002161026 2.2755027501 0.0271747192 0.8340454871 0.0561046104
0.77000 0.0008204200 0.0082177700 0.0552817900 0.9356800200 0.0000311536 0.0000943287 0.0002160113 0.0002291061 2.2695671951 0.0336008761 0.8256509222 0.0709030048
0.78000 0.0008007700 0.0079738500 0.0542549000 0.9369704800 0.0000311636 0.0000910232 0.0002198799 0.0002333409 2.2586649046 0.0251489844 0.8125417125 0.0575299210
0.79000 0.0007800100 0.0077838300 0.0533434200 0.9380927400 0.0000281907 0.0000827999 0.0002283730 0.0002381585 2.2517563906 0.0288807531 0.7953518069 0.0661096522
0.80000 0.0007633500 0.0075788000 0.0523723100 0.9392855400 0.0000306480 0.0000861507 0.0002180326 0.0002321999 2.2467418936 0.0264429051 0.7779359449 0.0554462151
0.81000 0.0007478400 0.0073742100 0.0514513100 0.9404266400 0.0000251073 0.0000783021 0.0001855318 0.0002054020 2.2396775891 0.0248808902 0.7741363792 0.0577612838
0.82000 0.0007307400 0.0072039700 0.0505991300 0.9414661600 0.0000283216 0.0000941670 0.0002083795 0.0002328181 2.2327502550 0.0285156774 0.7535360927 0.0606534063
0.83000 0.0007156800 0.0069986100 0.0497355600 0.9425501500 0.0000255220 0.0000821766 0.0002102111 0.0002268234 2.2281808242 0.0270729613 0.7498835323 0.0677495901
0.84000 0.0007003700 0.0068164200 0.0489078800 0.9435753300 0.0000276452 0.0000737668 0.0002279043 0.0002349353 2.2254056186 0.0272104295 0.7451472091 0.0616037420
0.85000 0.0006826300 0.0066459100 0.0480796200 0.9445918400 0.0000236859 0.0000766354 0.0002137020 0.0002311792 2.2165040091 0.0289073992 0.7297900400 0.0648631051
0.86000 0.0006680500 0.0064673100 0.0472448700 0.9456197700 0.0000241081 0.0000762160 0.0002100646 0.0002191183 2.2109419447 0.0276747698 0.7136150006 0.0577890171
0.87000 0.0006564100 0.0063078600 0.0464932300 0.9465425000 0.0000253437 0.0000834503 0.0001948541 0.0002124934 2.2087474130 0.0256945103 0.7090030247 0.0646953781
0.88000 0.0006327600 0.0061351200 0.0456945600 0.9475375600 0.0000220069 0.0000764820 0.0002306790 0.0002357877 2.2019050499 0.0275923434 0.6880034333 0.0616340407
0.89000 0.0006284200 0.0059996900 0.0449358800 0.9484360100 0.0000236118 0.0000878545 0.0002109126 0.0002282006 2.1985035547 0.0243044743 0.6852641934 0.0595047586
0.90000 0.0006126900 0.0058230500 0.0442074800 0.9493567800 0.0000239898 0.0000812887 0.0002110690 0.0002263971 2.1922337747 0.0295212589 0.6789803741 0.0660664754
0.91000 0.0006010200 0.0056836400 0.0435083600 0.9502069800 0.0000263220 0.0000676166 0.0002023231 0.0002154591 2.1903631961 0.0263487928 0.6716918934 0.0612554492
0.92000 0.0005865600 0.0055548100 0.0427855800 0.9510730500 0.0000236422 0.0000683165 0.0002133472 0.0002163684 2.1853601140 0.0229614958 0.6644303401 0.0631288622
0.93000 0.0005761400 0.0054148600 0.0421161100 0.9518928900 0.0000283869 0.0000723402 0.0001972655 0.0002108212 2.1787909817 0.0233144584 0.6509888528 0.0582552346
0.94000 0.0005614100 0.0052723800 0.0414393100 0.9527269000 0.0000232935 0.0000749435 0.0001882239 0.0002079077 2.1766260597 0.0259863187 0.6393355737 0.0569793897
0.95000 0.0005489600 0.0051293000 0.0407360800 0.9535856600 0.0000208588 0.0000677785 0.0002113905 0.0002203441 2.1741456158 0.0298180332 0.6341718654 0.0691434891
0.96000 0.0005369000 0.0050042000 0.0401391800 0.9543197200 0.0000224906 0.0000699043 0.0001962440 0.0001935157 2.1657163748 0.0270583823 0.6222405933 0.0672417462
0.97000 0.0005230700 0.0048806800 0.0394683600 0.9551278900 0.0000240741 0.0000731767 0.0002018535 0.0002138934 2.1585138567 0.0230671753 0.6123465896 0.0571751156
0.98000 0.0005146000 0.0047639600 0.0389193800 0.9558020600 0.0000230415 0.0000769485 0.0002055328 0.0002164275 2.1625510180 0.0247248250 0.6124641832 0.0551404264
0.99000 0.0005025800 0.0046547600 0.0382970600 0.9565456000 0.0000229972 0.0000810588 0.0001872601 0.0002116797 2.1558769977 0.0263868006 0.5962795776 0.0634049534
1.00000 0.0004853100 0.0045207300 0.0376612900 0.9573326700 0.0000220567 0.0000666048 0.0001851896 0.0001974309 2.1515512518 0.0291010300 0.5929742196 0.0704867440
