#Empty integrating sphere. Lambertian reflectance. No ports for fluid.
#Length units in [mm]
#Reflectivity of interior wall: rho = 0.99
#Radius of sphere: R = 0.5
#Refractive index interior medium: n = 1
#
#Source fiber:
# - core diameter: 2*a_s = 0.105
# - clad diameter: 2*b_s = 0.125
# - numerical aperture: NA_s = 0.22
#
#Pick-up fiber:
# - core diameter: 2*a_p = 0.105
# - clad diameter: 2*b_p = 0.125
# - numerical aperture: NA_p = 0.22
#
#Entrance radius: r_e = 2*b_p = 0.125
#Number of photons: N = 1000000
#Number of averages: N_avg = 100
#Number of alpha-values: N_R = 100
#Delta alpha: d_alpha = 0.01
#Seed: 7001
#
#alpha <eps_c> <eps_e> <eps_w> <eps_i> std_eps_c std_eps_e std_eps_w std_eps_i <<path>> std<path> <std_path> <<std_path>>
0.40000 0.0009898600 0.0307180400 0.0271958800 0.9410962200 0.0000306423 0.0001462802 0.0001602580 0.0002211594 2.4152447910 0.0402413912 1.4054367649 0.0976601264
0.41000 0.0009616900 0.0296027300 0.0264059300 0.9430296500 0.0000274667 0.0001605341 0.0001629427 0.0002271975 2.3983536985 0.0452930504 1.3593011222 0.1265895129
0.42000 0.0009416100 0.0285113600 0.0256636900 0.9448833400 0.0000296051 0.0001400219 0.0001682571 0.0001965403 2.3705609557 0.0371598743 1.2990867231 0.1058924744
0.43000 0.0009164300 0.0275167800 0.0249751200 0.9465916700 0.0000311297 0.0001635651 0.0001608940 0.0002235188 2.3608852657 0.0391256564 1.2731317148 0.1170727179
0.44000 0.0009005100 0.0265595400 0.0242734200 0.9482665300 0.0000276904 0.0001493090 0.0001571184 0.0002356290 2.3374955115 0.0372189183 1.2273084188 0.1043327404
0.45000 0.0008814800 0.0256173600 0.0236724400 0.9498287200 0.0000298046 0.0001423392 0.0001546839 0.0002191918 2.3288948185 0.0376048627 1.1974436344 0.1001196198
0.46000 0.0008553200 0.0247856300 0.0230523600 0.9513066900 0.0000310027 0.0001379465 0.0001342033 0.0001791604 2.3133090254 0.0375934999 1.1819118669 0.1084007965
0.47000 0.0008417900 0.0239481700 0.0224280500 0.9527819900 0.0000282479 0.0001627348 0.0001557719 0.0002338160 2.2994339595 0.0367844898 1.1414993691 0.1105575073
0.48000 0.0008181000 0.0230844000 0.0218789400 0.9542185600 0.0000270650 0.0001359072 0.0001610377 0.0002133611 2.2870987904 0.0405725273 1.1089527272 0.1111676395
0.49000 0.0008018000 0.0223284900 0.0213238500 0.9555458600 0.0000299980 0.0001629096 0.0001582596 0.0002394323 2.2807308678 0.0358014553 1.0946560980 0.1074099021
0.50000 0.0007877900 0.0215977200 0.0208195400 0.9567949500 0.0000302352 0.0001368938 0.0001566135 0.0002125445 2.2641030522 0.0391044745 1.0435871307 0.1197487845
0.51000 0.0007637900 0.0209212500 0.0203135900 0.9580013700 0.0000273386 0.0001475806 0.0001570395 0.0002237451 2.2498901208 0.0362593833 1.0180580910 0.1033442187
0.52000 0.0007485100 0.0202059200 0.0198078100 0.9592377600 0.0000255230 0.0001431526 0.0001464726 0.0001994021 2.2475654525 0.0378934921 1.0024058257 0.1213393998
0.53000 0.0007320300 0.0195803800 0.0193311600 0.9603564300 0.0000280909 0.0001413066 0.0001294617 0.0001974505 2.2367100289 0.0364305956 0.9747500284 0.1074655556
0.54000 0.0007147800 0.0189504500 0.0189002200 0.9614345500 0.0000244361 0.0001441157 0.0001416908 0.0002095303 2.2243526866 0.0365550758 0.9430640989 0.1023990103
0.55000 0.0006973500 0.0183736700 0.0184712200 0.9624577600 0.0000288659 0.0001334361 0.0001476335 0.0001973966 2.2155883760 0.0395893410 0.9132202363 0.1075604361
0.56000 0.0006857800 0.0177746900 0.0180614100 0.9634781200 0.0000214451 0.0001321074 0.0001255731 0.0001889270 2.2117123045 0.0349904133 0.9123996027 0.1077451426
0.57000 0.0006670400 0.0172250400 0.0176402500 0.9644676700 0.0000229382 0.0001232701 0.0001430897 0.0001856183 2.1952144253 0.0300672049 0.8756760592 0.0943609699
0.58000 0.0006513900 0.0167125100 0.0172294200 0.9654066800 0.0000291488 0.0001323118 0.0001314220 0.0001987581 2.1914788130 0.0307430077 0.8662782283 0.0931519015
0.59000 0.0006343700 0.0162148300 0.0168418800 0.9663089200 0.0000278171 0.0001199833 0.0001169513 0.0001481891 2.1888467219 0.0347156353 0.8507453424 0.1035826163
0.60000 0.0006261800 0.0157058800 0.0165012000 0.9671667400 0.0000227420 0.0001262253 0.0001409625 0.0001873852 2.1779981099 0.0346385176 0.8306533125 0.1141237906
0.61000 0.0006110500 0.0152116500 0.0161435300 0.9680337700 0.0000248768 0.0001168479 0.0001135130 0.0001558169 2.1745900677 0.0338750984 0.8269476454 0.1135201020
0.62000 0.0005973000 0.0147758300 0.0157857400 0.9688411300 0.0000237059 0.0001279969 0.0001215607 0.0001605689 2.1649375248 0.0328034949 0.7855298390 0.1035546188
0.63000 0.0005864500 0.0143138400 0.0154728900 0.9696268200 0.0000231702 0.0001203406 0.0001159720 0.0001634892 2.1614575330 0.0368380626 0.7836994219 0.1204444961
0.64000 0.0005740600 0.0139307000 0.0151410300 0.9703542100 0.0000224368 0.0001177861 0.0001130098 0.0001753900 2.1574876106 0.0320973607 0.7671076954 0.0944342018
0.65000 0.0005633800 0.0135007300 0.0148261900 0.9711097000 0.0000233458 0.0001105790 0.0001228343 0.0001569348 2.1424072055 0.0345968189 0.7315193913 0.1031750434
0.66000 0.0005515400 0.0131303600 0.0145230200 0.9717950800 0.0000233010 0.0001111603 0.0001126866 0.0001644774 2.1427491677 0.0333030314 0.7208573033 0.0960375042
0.67000 0.0005437400 0.0127502300 0.0142158800 0.9724901500 0.0000223813 0.0001205802 0.0001327021 0.0001865188 2.1340369061 0.0314927429 0.7031758063 0.1030347285
0.68000 0.0005279600 0.0123796800 0.0139322700 0.9731600900 0.0000212503 0.0001110419 0.0001282637 0.0001581206 2.1283611563 0.0279374370 0.6882928411 0.0966962184
0.69000 0.0005157500 0.0120102700 0.0136566900 0.9738172900 0.0000212472 0.0001066592 0.0001073856 0.0001674277 2.1284690863 0.0296900484 0.6941110044 0.1069895698
0.70000 0.0005030500 0.0116688200 0.0134008600 0.9744272700 0.0000281530 0.0001125215 0.0001242005 0.0001653813 2.1200343174 0.0334982477 0.6602604682 0.1111356929
0.71000 0.0004998500 0.0113394900 0.0131232600 0.9750374000 0.0000232902 0.0001044462 0.0001111559 0.0001540925 2.1218615211 0.0294068950 0.6764862800 0.1047030132
0.72000 0.0004837100 0.0110351400 0.0128812200 0.9755999300 0.0000236354 0.0000988686 0.0001265360 0.0001634397 2.1130410534 0.0275213953 0.6414692806 0.1027374765
0.73000 0.0004731600 0.0107126100 0.0126123500 0.9762018800 0.0000205322 0.0000974653 0.0001062986 0.0001404972 2.1093917260 0.0310820932 0.6367368618 0.1065878272
0.74000 0.0004639300 0.0104181500 0.0123857500 0.9767321700 0.0000201335 0.0000999154 0.0000962423 0.0001362961 2.1037748121 0.0292532891 0.6141897010 0.1037907873
0.75000 0.0004562400 0.0101218600 0.0121554400 0.9772664600 0.0000190205 0.0000846669 0.0001111837 0.0001392144 2.1044585540 0.0329375282 0.6131108893 0.1070413990
0.76000 0.0004464600 0.0098483700 0.0119130000 0.9777921700 0.0000187969 0.0000941148 0.0000979531 0.0001334912 2.0918052466 0.0268694342 0.5736462130 0.0931447391
0.77000 0.0004356700 0.0095866600 0.0117143500 0.9782633200 0.0000228257 0.0000959681 0.0001147059 0.0001530241 2.0891545432 0.0243133329 0.5738816712 0.0829179007
0.78000 0.0004276500 0.0093297000 0.0114956700 0.9787469800 0.0000223102 0.0000924964 0.0000986380 0.0001243485 2.0899893464 0.0273084003 0.5693976066 0.0880428306
0.79000 0.0004172600 0.0090731600 0.0112677000 0.9792418800 0.0000220732 0.0000852695 0.0000845122 0.0001194862 2.0818000240 0.0301138109 0.5461867161 0.1051775093
0.80000 0.0004091800 0.0088268400 0.0110770600 0.9796869200 0.0000191556 0.0000929695 0.0001084994 0.0001450944 2.0840943595 0.0234666805 0.5541636922 0.0875953640
0.81000 0.0004015200 0.0085883900 0.0108554300 0.9801546600 0.0000194024 0.0000912404 0.0001189677 0.0001518728 2.0828572800 0.0289809735 0.5412118083 0.0997043645
0.82000 0.0003909000 0.0083649900 0.0106705700 0.9805735400 0.0000222618 0.0000924136 0.0001100366 0.0001485936 2.0767249576 0.0240532216 0.5277360319 0.0910712507
0.83000 0.0003856900 0.0081346200 0.0104964100 0.9809832800 0.0000184854 0.0000889253 0.0001038055 0.0001485611 2.0735947544 0.0278320684 0.5182666823 0.1016942818
0.84000 0.0003784600 0.0079009800 0.0103154500 0.9814051100 0.0000183965 0.0000871681 0.0001049543 0.0001404346 2.0755142832 0.0289660493 0.5244213932 0.1082844981
0.85000 0.0003673400 0.0077135400 0.0101065600 0.9818125600 0.0000185833 0.0000906094 0.0000975373 0.0001349906 2.0657657210 0.0256561999 0.4956088322 0.0888549239
0.86000 0.0003622900 0.0075114000 0.0099400600 0.9821862500 0.0000206888 0.0000863674 0.0000931249 0.0001205161 2.0739387422 0.0288688405 0.5223809110 0.1088695564
0.87000 0.0003548700 0.0073127800 0.0097684000 0.9825639500 0.0000202533 0.0000801069 0.0000939793 0.0001200358 2.0673104688 0.0291450014 0.4966679445 0.1058103933
0.88000 0.0003448500 0.0071182300 0.0095909100 0.9829460100 0.0000175737 0.0000889907 0.0001014393 0.0001306621 2.0632749618 0.0248481211 0.4867735004 0.0962252914
0.89000 0.0003374800 0.0069247500 0.0094466100 0.9832911600 0.0000177937 0.0000794230 0.0000995280 0.0001225129 2.0559413643 0.0254190451 0.4559954475 0.0891494093
0.90000 0.0003320900 0.0067637700 0.0092780000 0.9836261400 0.0000189199 0.0000845829 0.0001094242 0.0001458021 2.0592746224 0.0247729805 0.4717606346 0.0937406285
0.91000 0.0003263800 0.0065741800 0.0091286300 0.9839708100 0.0000160131 0.0000760675 0.0000792040 0.0001090581 2.0531265083 0.0223953076 0.4489276784 0.0853553365
0.92000 0.0003169400 0.0063994400 0.0089757300 0.9843078900 0.0000179082 0.0000828064 0.0000975780 0.0001211400 2.0525433969 0.0280639132 0.4525657282 0.1036973552
0.93000 0.0003129800 0.0062341700 0.0088229800 0.9846298700 0.0000199939 0.0000814066 0.0000815236 0.0001222645 2.0496605114 0.0288635347 0.4462014124 0.1101351100
0.94000 0.0003034500 0.0060886300 0.0086713300 0.9849365900 0.0000190302 0.0000798263 0.0000909770 0.0001060658 2.0442722868 0.0239225884 0.4177063699 0.0888644144
0.95000 0.0003006700 0.0059315800 0.0085424600 0.9852252900 0.0000192107 0.0000818186 0.0000843630 0.0001206677 2.0464884920 0.0243750775 0.4234756979 0.0934763710
0.96000 0.0002921400 0.0057853900 0.0083897900 0.9855326800 0.0000160976 0.0000735848 0.0000989734 0.0001295938 2.0428597950 0.0253852472 0.4179517211 0.0967534195
0.97000 0.0002888300 0.0056284100 0.0082534200 0.9858293400 0.0000153801 0.0000690058 0.0001077362 0.0001229580 2.0470112538 0.0267720918 0.4274198917 0.1035791378
0.98000 0.0002811900 0.0054812700 0.0081213900 0.9861161500 0.0000151269 0.0000754698 0.0000870011 0.0001256697 2.0490984814 0.0283222500 0.4376011747 0.1115883953
0.99000 0.0002760800 0.0053561600 0.0079814500 0.9863863100 0.0000158590 0.0000850057 0.0000919861 0.0001230691 2.0414385461 0.0265578770 0.4170493021 0.1082032367
1.00000 0.0002727700 0.0052239200 0.0078625200 0.9866407900 0.0000144892 0.0000656962 0.0001009101 0.0001210345 2.0384140868 0.0249949390 0.3940197935 0.0951764724
