#Empty integrating sphere. Lambertian reflectance. No ports for fluid.
#Length units in [mm]
#Reflectivity of interior wall: rho = 0.95
#Radius of sphere: R = 0.5
#Refractive index interior medium: n = 1
#
#Source fiber:
# - core diameter: 2*a_s = 0.105
# - clad diameter: 2*b_s = 0.125
# - numerical aperture: NA_s = 0.22
#
#Pick-up fiber:
# - core diameter: 2*a_p = 0.105
# - clad diameter: 2*b_p = 0.125
# - numerical aperture: NA_p = 0.22
#
#Entrance radius: r_e = 2*b_p = 0.125
#Number of photons: N = 1000000
#Number of averages: N_avg = 100
#Number of alpha-values: N_R = 100
#Delta alpha: d_alpha = 0.01
#Seed: 7002
#
#alpha T A L_eff
0.61000 0.1640530726 1.8075652902 2.9632217873
0.62000 0.1604810977 1.8295791146 2.9509340559
0.63000 0.1565777025 1.8542028907 2.9431791915
0.64000 0.1526714746 1.8794668909 2.9366670170
0.65000 0.1503940220 1.8944966158 2.9146101781
0.66000 0.1478757939 1.9113825883 2.8960342247
0.67000 0.1447938679 1.9324441489 2.8842449983
0.68000 0.1421934928 1.9505665233 2.8684801814
0.69000 0.1374856243 1.9842359180 2.8757042289
0.70000 0.1352025063 2.0009815776 2.8585451108
0.71000 0.1319817804 2.0250913934 2.8522413991
0.72000 0.1292822625 2.0457571836 2.8413294217
0.73000 0.1273617241 2.0607240200 2.8229096165
0.74000 0.1236991043 2.0899032404 2.8241935681
0.75000 0.1217445741 2.1058300843 2.8077734457
0.76000 0.1204103947 2.1168494151 2.7853281778
0.77000 0.1162633914 2.1518970466 2.7946714891
0.78000 0.1139717754 2.1718044450 2.7843646731
0.79000 0.1117254820 2.1917104702 2.7743170509
0.80000 0.1104139638 2.2035186690 2.7543983363
0.81000 0.1071422501 2.2335978868 2.7575282553
0.82000 0.1057259239 2.2469051572 2.7401282405
0.83000 0.1032218590 2.2708746362 2.7359935376
0.84000 0.1010067247 2.2925681830 2.7292478369
0.85000 0.0982845456 2.3198884807 2.7292805656
0.86000 0.0975508886 2.3273811027 2.7062570962
0.87000 0.0953385870 2.3503206504 2.7015179889
0.88000 0.0932820812 2.3721272452 2.6955991423
0.89000 0.0915286693 2.3911030304 2.6866326184
0.90000 0.0903361226 2.4042178703 2.6713531892
0.91000 0.0873250129 2.4381183407 2.6792509238
0.92000 0.0864298947 2.4484216598 2.6613278910
0.93000 0.0844357073 2.4717648948 2.6578117148
0.94000 0.0820081240 2.5009369629 2.6605712371
0.95000 0.0805464753 2.5189209279 2.6514957135
0.96000 0.0801753978 2.5235385712 2.6286860117
0.97000 0.0774135616 2.5585932992 2.6377250507
0.98000 0.0762635047 2.5735607687 2.6260824171
0.99000 0.0740795296 2.6026160392 2.6289050901
1.00000 0.0729379706 2.6181459172 2.6181459172
