#Empty integrating sphere. Lambertian reflectance. No ports for fluid.
#Length units in [mm]
#Reflectivity of interior wall: rho = 0.99
#Radius of sphere: R = 0.5
#Refractive index interior medium: n = 1
#
#Source fiber:
# - core diameter: 2*a_s = 0.105
# - clad diameter: 2*b_s = 0.125
# - numerical aperture: NA_s = 0.22
#
#Pick-up fiber:
# - core diameter: 2*a_p = 0.105
# - clad diameter: 2*b_p = 0.125
# - numerical aperture: NA_p = 0.22
#
#Entrance radius: r_e = 2*b_p = 0.125
#Number of photons: N = 1000000
#Number of averages: N_avg = 100
#Number of alpha-values: N_R = 100
#Delta alpha: d_alpha = 0.01
#Seed: 7001
#
#alpha T A L_eff
0.78000 0.0626307095 2.7704995544 3.5519225057
0.79000 0.0611090608 2.7950951298 3.5380951010
0.80000 0.0599257189 2.8146495014 3.5183118768
0.81000 0.0588038875 2.8335473131 3.4982065594
0.82000 0.0572485545 2.8603528857 3.4882352264
0.83000 0.0564855334 2.8737707205 3.4623743620
0.84000 0.0554266767 2.8926942715 3.4436836565
0.85000 0.0537981172 2.9225168088 3.4382550691
0.86000 0.0530585286 2.9363596624 3.4143717004
0.87000 0.0519718458 2.9570531332 3.3989116474
0.88000 0.0505043848 2.9856951186 3.3928353620
0.89000 0.0494250248 3.0072984092 3.3789869766
0.90000 0.0486356420 3.0233986419 3.3593318244
0.91000 0.0477993943 3.0407423117 3.3414750679
0.92000 0.0464168761 3.0700921769 3.3370567141
0.93000 0.0458369214 3.0826653677 3.3146939438
0.94000 0.0444412225 3.1135878062 3.3123274534
0.95000 0.0440340826 3.1227913406 3.2871487796
0.96000 0.0427848368 3.1515715190 3.2828869990
0.97000 0.0423000767 3.1629663787 3.2607900811
0.98000 0.0411811743 3.1897740610 3.2548714908
0.99000 0.0404327985 3.2081139797 3.2405191714
1.00000 0.0399480384 3.2201757092 3.2201757092
