#Empty integrating sphere. Lambertian reflectance. No ports for fluid.
#Length units in [mm]
#Reflectivity of interior wall: rho = 0.95
#Scattering coefficient: alpha_s = 4
#Anisotropy: g 0.9
#Refractive index interior medium: n = 1
#
#Source fiber:
# - core diameter: 2*a_s = 0.105
# - clad diameter: 2*b_s = 0.125
# - numerical aperture: NA_s = 0.22
#
#Pick-up fiber:
# - core diameter: 2*a_p = 0.105
# - clad diameter: 2*b_p = 0.125
# - numerical aperture: NA_p = 0.22
#
#Entrance radius: r_e = 2*b_p = 0.125
#Number of photons: N = 100000
#Number of averages: N_avg = 30
#Number of alpha_s-values: N_alpha_s = 50
#Delta alpha_a: d_alpha_a = 0.01
#Seed: 9803
#
#alpha_a <eps_c> <eps_e> <eps_w> <eps_i> std_eps_c std_eps_e std_eps_w std_eps_i <<path>> std<path> <std_path> <<std_path>>
0.35000 0.0004456443 0.0375129165 0.1400626386 0.0000004156 0.0000539433 0.0003917069 0.0005757681 0.0000000074 2.9157938237 0.1274450507 1.9927132316 0.1219409266
0.36000 0.0004344002 0.0364125612 0.1364655928 0.0000004694 0.0000477267 0.0003911968 0.0007335892 0.0000000067 2.8823662524 0.1610893197 1.9172519358 0.1161978794
0.37000 0.0004208427 0.0354276909 0.1329190562 0.0000004844 0.0000376901 0.0003960535 0.0007509103 0.0000000069 2.8179978540 0.1330395773 1.8681702148 0.0984875860
0.38000 0.0004043693 0.0344829798 0.1297051711 0.0000005662 0.0000360943 0.0004476624 0.0005863787 0.0000000085 2.8131083369 0.1127425801 1.8301522970 0.0875748739
0.39000 0.0004064256 0.0335464257 0.1257474648 0.0000006091 0.0000532156 0.0003539373 0.0007288621 0.0000000054 2.7533446156 0.1111256570 1.7645029835 0.1075540267
0.40000 0.0003879943 0.0324737977 0.1227181224 0.0000006647 0.0000407093 0.0004107291 0.0006641670 0.0000000073 2.7064671307 0.1130067277 1.7314386445 0.0784400154
0.41000 0.0003758997 0.0316809422 0.1197521063 0.0000007184 0.0000484746 0.0003129124 0.0006076326 0.0000000087 2.7443848444 0.1384179852 1.6890938749 0.0984748322
0.42000 0.0003656931 0.0309474600 0.1163098301 0.0000007126 0.0000333037 0.0003283322 0.0006961255 0.0000000089 2.6962400040 0.1304741515 1.6672854051 0.0791839975
0.43000 0.0003519895 0.0300622877 0.1137478782 0.0000007962 0.0000364270 0.0004328351 0.0004544693 0.0000000086 2.6706519221 0.1145590007 1.6417160751 0.0928194410
0.44000 0.0003525420 0.0292383175 0.1110473816 0.0000008041 0.0000423123 0.0002944207 0.0006576778 0.0000000073 2.6286221294 0.1109176399 1.6015570131 0.1088264350
0.45000 0.0003369730 0.0284926299 0.1085343121 0.0000009248 0.0000316509 0.0002931961 0.0006413119 0.0000000091 2.6097986799 0.1046536690 1.5715267918 0.0838933201
0.46000 0.0003290103 0.0277696643 0.1061059485 0.0000009532 0.0000323948 0.0003375316 0.0005546916 0.0000000073 2.5901764332 0.1073389766 1.5056720740 0.0908979829
0.47000 0.0003171026 0.0271562879 0.1034320271 0.0000009810 0.0000313814 0.0002879037 0.0005011174 0.0000000085 2.5768291632 0.1216607946 1.5329019923 0.1104720283
0.48000 0.0003132217 0.0265841786 0.1010904195 0.0000010319 0.0000358667 0.0002841653 0.0006391425 0.0000000099 2.5230237605 0.1074181788 1.4861782572 0.0960062135
0.49000 0.0003106530 0.0258514052 0.0986606765 0.0000010837 0.0000376984 0.0003220689 0.0005964111 0.0000000107 2.5315025337 0.1413142360 1.4436356267 0.0987645443
0.50000 0.0003034817 0.0252692850 0.0965491880 0.0000011497 0.0000367322 0.0003267144 0.0007163409 0.0000000119 2.4539220236 0.1082698858 1.4068928695 0.1127969865
