#Empty integrating sphere. Lambertian reflectance. No ports for fluid.
#Length units in [mm]
#Reflectivity of interior wall: rho = 0.99
#Refractive index interior medium: n = 1
#
#Source fiber:
# - core diameter: 2*a_s = 0.105
# - clad diameter: 2*b_s = 0.125
# - numerical aperture: NA_s = 0.22
#
#Pick-up fiber:
# - core diameter: 2*a_p = 0.105
# - clad diameter: 2*b_p = 0.125
# - numerical aperture: NA_p = 0.22
#
#Entrance radius: r_e = 2*b_p = 0.125
#Number of photons: N = 100000
#Number of averages: N_avg = 4
#Number of alpha_s-values: N_alpha_s = 40
#Delta alpha_s: d_alpha_s = 0.1
#Seed: 19002
#
#alpha_s <eps_c> <eps_e> <eps_w> <eps_i> std_eps_c std_eps_e std_eps_w std_eps_i <<path>> std<path> <std_path> <<std_path>>
2.60000 0.0052250000 0.6071275000 0.3876475000 0.0000000000 0.0002288376 0.0006724272 0.0005427937 0.0000000000 26.8877170653 0.7694199422 26.9278286945 1.2242202275
2.70000 0.0053875000 0.6071850000 0.3874275000 0.0000000000 0.0001709532 0.0008420016 0.0009040419 0.0000000000 27.3979780606 0.8982658197 27.2002289759 1.3950106095
2.80000 0.0051800000 0.6067750000 0.3880450000 0.0000000000 0.0000920145 0.0009213215 0.0009874378 0.0000000000 27.2775339144 1.2614019040 28.3104357959 2.8509018632
2.90000 0.0053275000 0.6057425000 0.3889275000 0.0000000000 0.0002072639 0.0006299934 0.0008331216 0.0000000000 26.7773572502 0.6857924535 26.8873375973 1.4944407247
3.00000 0.0051225000 0.6051575000 0.3897150000 0.0000000000 0.0001763283 0.0009754102 0.0011506085 0.0000000000 26.8942822057 1.8015142725 26.9207002154 1.9416909673
3.10000 0.0052525000 0.6046525000 0.3900900000 0.0000000000 0.0001650000 0.0016186903 0.0017191083 0.0000000000 27.7083056656 1.1610772575 26.4472267500 0.2805552184
3.20000 0.0051950000 0.6050250000 0.3897725000 0.0000000000 0.0001515476 0.0002636285 0.0002777739 0.0000000000 27.1825784316 0.7894943412 28.3856226368 1.3450053678
3.30000 0.0051725000 0.6062300000 0.3885900000 0.0000000000 0.0001822773 0.0026545182 0.0027069909 0.0000000000 26.2920811752 1.2239166604 26.5820397581 1.9301234777
3.40000 0.0051250000 0.6059850000 0.3888675000 0.0000000000 0.0002978255 0.0015120516 0.0017938483 0.0000000000 26.7976793178 1.5441785492 25.5714775948 2.2358165639
3.50000 0.0053575000 0.6059900000 0.3886200000 0.0000000000 0.0003118092 0.0007742954 0.0005643285 0.0000000000 27.4219412771 1.3973356192 26.8607278302 2.6050819048
3.60000 0.0052625000 0.6066625000 0.3880350000 0.0000000000 0.0001284199 0.0008033005 0.0007100469 0.0000000000 27.0680575942 2.2786734433 26.4576288202 3.0052819639
3.70000 0.0052350000 0.6061125000 0.3886100000 0.0000000000 0.0003062134 0.0006815363 0.0009447045 0.0000000000 28.0889879733 1.4998244300 28.1440314292 1.1679751496
3.80000 0.0050850000 0.6062675000 0.3885725000 0.0000000000 0.0001960442 0.0012060507 0.0011719606 0.0000000000 27.9740725205 1.5380500939 28.1103911133 1.6972253172
3.90000 0.0050300000 0.6069075000 0.3879825000 0.0000000000 0.0002070427 0.0010172307 0.0008222885 0.0000000000 26.9744682033 1.1711405773 27.4494332455 2.3784988334
4.00000 0.0053225000 0.6055525000 0.3890275000 0.0000000000 0.0001521786 0.0006977285 0.0007578203 0.0000000000 27.4407346824 2.5057583951 28.2696537643 3.5571740382
